,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
2981,SAO JOAQUIM DE BICAS,MG,SE,30989,25537,0.662,62121,55607,17828.56
2983,SAO JOSE DA LAPA,MG,SE,23385,19799,0.729,62808,54303,20086.86
2984,SAO JOSE DA SAFIRA,MG,SE,4255,4075,0.583,13517,12998,8453.67
2985,SAO JOSE DA VARGINHA,MG,SE,4927,4198,0.704,13064,11539,17023.63
2986,SAO JOSE DO ALEGRE,MG,SE,4183,3996,0.717,11933,9766,9602.7
2987,SAO JOSE DO DIVINO,MG,SE,3865,3834,0.658,15553,15232,8830.46
2988,SAO JOSE DO GOIABAL,MG,SE,5454,5636,0.666,13083,12325,8387.99
2991,SAO LOURENCO,MG,SE,45488,41657,0.759,106100,93710,19314.16
2993,SAO PEDRO DA UNIAO,MG,SE,4709,5040,0.674,15203,13293,15850.2
2995,SAO PEDRO DO SUACUI,MG,SE,5291,5570,0.622,15281,13232,8382.38
2996,SAO ROMAO,MG,SE,12139,10276,0.64,25520,21213,9506.24
2997,SAO ROQUE DE MINAS,MG,SE,7026,6686,0.672,20511,20271,20195.44
2998,SAO SEBASTIAO DA BELA VISTA,MG,SE,5455,4948,0.692,14982,14389,37954.21
2999,SAO SEBASTIAO DA VARGEM ALEGRE,MG,SE,2991,2798,0.66,13835,12184,18654.24
3000,SAO SEBASTIAO DO ANTA,MG,SE,6479,5739,0.607,16853,14585,8417.99
3001,SAO SEBASTIAO DO MARANHAO,MG,SE,10129,10647,0.581,19971,17405,5960.44
3004,SAO SEBASTIAO DO RIO PRETO,MG,SE,1520,1613,0.632,10747,9125,11183.84
3005,SAO SEBASTIAO DO RIO VERDE,MG,SE,2231,2110,0.676,11173,9159,10294.31
3006,SAO TIAGO,MG,SE,10922,10561,0.662,20370,17387,12296.99
3007,SAO TOMAS DE AQUINO,MG,SE,7042,7093,0.7,18561,16997,14436.62
3008,SAO THOME DAS LETRAS,MG,SE,7056,6655,0.667,15114,12909,11680.96
3009,SAO VICENTE DE MINAS,MG,SE,7687,7008,0.715,16756,14431,17090.86
3011,SARDOA,MG,SE,6236,5594,0.636,15472,14342,7979.31
3012,SARZEDO,MG,SE,32069,25814,0.734,101258,85664,24733.09
3015,SENADOR AMARAL,MG,SE,5352,5219,0.661,15159,13442,9302.71
3016,SENADOR CORTES,MG,SE,2007,1988,0.674,11343,9597,9822.18
3017,SENADOR FIRMINO,MG,SE,7764,7230,0.644,16310,15147,8920.57
3018,SENADOR JOSE BENTO,MG,SE,1545,1868,0.684,10557,9525,13793.6
3019,SENADOR MODESTINO GONCALVES,MG,SE,4209,4574,0.62,15782,14924,16306.69
3020,SENHORA DE OLIVEIRA,MG,SE,5786,5683,0.631,14664,13149,8774.21
3021,SENHORA DO PORTO,MG,SE,3527,3497,0.565,15465,12556,8266.57
3022,SENHORA DOS REMEDIOS,MG,SE,10451,10196,0.626,18319,16181,7415.53
3023,SERICITA,MG,SE,7319,7128,0.56,17830,15985,10894.62
3025,SERRA AZUL DE MINAS,MG,SE,4293,4220,0.557,12729,12029,6818.91
3029,SERRANIA,MG,SE,7670,7542,0.677,17746,15364,13003.52
3030,SERRANOPOLIS DE MINAS,MG,SE,4752,4425,0.633,14876,14542,6496.44
3031,SERRANOS,MG,SE,1970,1995,0.643,12193,10084,14103.79
3032,SERRO,MG,SE,20993,20835,0.656,39068,35830,9535.15
3033,SETE LAGOAS,MG,SE,237286,214152,0.76,585337,645331,33072.92
3034,SILVEIRANIA,MG,SE,2258,2192,0.652,11332,10064,10447.51
3035,SILVIANOPOLIS,MG,SE,6227,6027,0.699,14501,12630,15583.49
3037,SIMONESIA,MG,SE,19528,18298,0.632,34309,30805,8622.44
3039,SOLEDADE DE MINAS,MG,SE,6112,5676,0.697,14515,12359,8515.07
3040,TABULEIRO,MG,SE,3792,4079,0.681,12522,11195,11690.41
3041,TAIOBEIRAS,MG,SE,33858,30917,0.67,55258,59138,11806.8
3042,TAPARUBA,MG,SE,3119,3137,0.645,12343,11913,9933.88
3044,TAPIRAI,MG,SE,1879,1873,0.667,11526,10249,21559.99
3046,TARUMIRIM,MG,SE,14350,14293,0.633,23472,22317,8838.32
3048,TEOFILO OTONI,MG,SE,140235,134745,0.701,293790,276846,16066.82
3049,TIMOTEO,MG,SE,89090,81243,0.77,169811,166086,31687.53
3050,TIRADENTES,MG,SE,7886,6961,0.74,18123,15966,18047.13
3051,TIROS,MG,SE,6539,6906,0.683,21568,18543,21690.01
3052,TOCANTINS,MG,SE,16602,15823,0.688,32053,26215,14834.67
3053,TOCOS DO MOJI,MG,SE,4093,3950,0.696,12843,10147,12073.6
3054,TOLEDO,MG,SE,6217,5764,0.661,17241,16632,8753.02
3055,TOMBOS,MG,SE,8201,9537,0.718,21016,18511,10773.77
3056,TRES CORACOES,MG,SE,78913,72765,0.744,153410,142837,25802.67
3057,TRES MARIAS,MG,SE,31984,28318,0.752,82582,72427,47771.11
3058,TRES PONTAS,MG,SE,56546,53860,0.731,121598,103450,18394.96
3059,TUMIRITINGA,MG,SE,6698,6293,0.626,17363,18669,7531.15
3060,TUPACIGUARA,MG,SE,25253,24188,0.719,64502,55669,20469.47
3061,TURMALINA,MG,SE,19797,18055,0.682,43783,35471,13982.6
3062,TURVOLANDIA,MG,SE,5008,4658,0.696,13832,11717,16297.54
3063,UBA,MG,SE,114265,101519,0.724,181382,155492,21359.99
3064,UBAI,MG,SE,12466,11681,0.609,22386,23896,6640.35
3065,UBAPORANGA,MG,SE,12449,12040,0.614,19891,17733,8184.58
3066,UBERABA,MG,SE,330361,295988,0.772,856472,836145,38881.05
3067,UBERLANDIA,MG,SE,683247,604013,0.789,1725803,1553859,44612.4
3068,UMBURATIBA,MG,SE,2626,2705,0.638,11759,10117,13212.98
3069,UNAI,MG,SE,83808,77565,0.736,195869,179563,29431.54
3070,UNIAO DE MINAS,MG,SE,4325,4418,0.672,19572,17249,23230.5
3071,URUANA DE MINAS,MG,SE,3267,3235,0.664,14689,13114,13052.79
3072,URUCANIA,MG,SE,10371,10291,0.633,22737,20787,14496.19
3075,VARGEM BONITA,MG,SE,2158,2163,0.696,13211,12354,16637.74
3076,VARGEM GRANDE DO RIO PARDO,MG,SE,4987,4733,0.634,14817,13998,10107.96
3077,VARGINHA,MG,SE,134477,123081,0.778,307307,284223,34827.43
3078,VARJAO DE MINAS,MG,SE,7071,6054,0.711,20688,17499,21738.38
3079,VARZEA DA PALMA,MG,SE,39173,35809,0.666,72186,59731,13146.41
3080,VARZELANDIA,MG,SE,19335,19116,0.594,35832,31816,7104.32
3081,VAZANTE,MG,SE,20537,19723,0.742,49845,43552,26033.47
3082,VERDELANDIA,MG,SE,9265,8346,0.584,19345,16083,8157.48
3083,VEREDINHA,MG,SE,5712,5549,0.632,15484,15749,8729.88
3085,VERMELHO NOVO,MG,SE,4832,4689,0.612,14071,11195,10044.35
3087,VICOSA,MG,SE,78286,72220,0.775,173958,159123,18076.25
3088,VIEIRAS,MG,SE,3629,3731,0.668,13015,11262,10381.23
3089,MATHIAS LOBATO,MG,SE,3227,3370,0.612,14337,12859,9001.29
3092,VIRGINOPOLIS,MG,SE,10537,10572,0.675,24930,20845,11963.46
3093,VIRGOLANDIA,MG,SE,5420,5658,0.62,17169,15224,7987.53
3094,VISCONDE DO RIO BRANCO,MG,SE,42149,37942,0.709,75838,69363,24052.84
3095,VOLTA GRANDE,MG,SE,5243,5070,0.669,15285,13582,11144.5
3096,WENCESLAU BRAZ,MG,SE,2558,2553,0.678,11031,8812,9184.72
3097,AFONSO CLAUDIO,ES,SE,30720,31091,0.667,81712,76086,12275.12
3098,AGUIA BRANCA,ES,SE,9653,9519,0.678,35448,31081,16058.68
3099,AGUA DOCE DO NORTE,ES,SE,11131,11771,0.652,36032,33527,11427.09
3100,ALEGRE,ES,SE,30568,30768,0.721,85037,71930,13428.33
3102,ALTO RIO NOVO,ES,SE,7798,7317,0.664,28761,19587,10164.29
3106,ATILIO VIVACQUA,ES,SE,11765,9850,0.708,37081,32077,22512.64
3107,BAIXO GUANDU,ES,SE,30862,29081,0.702,84236,75452,19185.97
3108,BARRA DE SAO FRANCISCO,ES,SE,44315,40649,0.683,108370,101892,18540.42
3110,BOM JESUS DO NORTE,ES,SE,9910,9476,0.734,26919,25714,12014.23
3111,BREJETUBA,ES,SE,12381,11915,0.656,38619,34922,15470.06
3112,CACHOEIRO DE ITAPEMIRIM,ES,SE,207324,189889,0.746,402807,342387,22971.98
3113,CARIACICA,ES,SE,378603,348738,0.718,597316,532898,21184.46
3115,COLATINA,ES,SE,121580,111788,0.746,301327,283363,26048.87
3116,CONCEICAO DA BARRA,ES,SE,30849,28449,0.681,95620,71236,19316.13
3117,CONCEICAO DO CASTELO,ES,SE,12638,11681,0.67,39096,32783,14558.94
3119,DOMINGOS MARTINS,ES,SE,33711,31847,0.669,111041,95750,17958.8
3126,IBATIBA,ES,SE,25732,22366,0.647,57073,50365,10882.54
3127,IBIRACU,ES,SE,12365,11178,0.726,39188,35188,18993.04
3128,IBITIRAMA,ES,SE,8919,8957,0.622,31020,28388,11771.27
3129,ICONHA,ES,SE,13745,12523,0.729,48498,40007,20250.39
3131,ITAGUACU,ES,SE,14109,14134,0.702,44541,42107,14736.87
3133,ITARANA,ES,SE,10619,10881,0.684,36454,30933,17297.71
3134,IUNA,ES,SE,29030,27328,0.666,64425,60351,12624.65
3135,JAGUARE,ES,SE,29904,24678,0.678,87851,82700,19998.63
3136,JERONIMO MONTEIRO,ES,SE,11744,10879,0.698,37721,31605,10442.84
3138,LARANJA DA TERRA,ES,SE,10961,10826,0.656,37501,34566,10456.93
3140,MANTENOPOLIS,ES,SE,15194,13612,0.657,42489,37589,8039.78
3142,MARECHAL FLORIANO,ES,SE,16464,14262,0.71,50412,44597,21649.48
3143,MARILANDIA,ES,SE,12700,11107,0.696,36570,32638,17146.81
3144,MIMOSO DO SUL,ES,SE,26191,25902,0.67,69108,62184,16269.53
3145,MONTANHA,ES,SE,18770,17849,0.667,56290,53836,16612.16
3146,MUCURICI,ES,SE,5552,5655,0.666,29281,26761,12392.8
3148,MUQUI,ES,SE,15370,14396,0.694,37755,32645,9991.15
3149,NOVA VENECIA,ES,SE,49780,46031,0.712,121169,108494,19672.66
3150,PANCAS,ES,SE,23059,21548,0.667,52781,44406,9212.59
3151,PEDRO CANARIO,ES,SE,25982,23794,0.654,65417,45151,11115.35
3153,PIUMA,ES,SE,21363,18123,0.727,79037,75670,24193.24
3154,PONTO BELO,ES,SE,7784,6979,0.669,25270,24381,10289.53
3157,RIO NOVO DO SUL,ES,SE,11618,11325,0.711,35938,30294,15985.74
3158,SANTA LEOPOLDINA,ES,SE,12300,12240,0.626,40037,35012,13413.45
3159,SANTA MARIA DE JETIBA,ES,SE,39849,34176,0.671,108853,91691,26932.84
3160,SANTA TERESA,ES,SE,23392,21823,0.714,68342,63782,17013.65
3163,SAO JOSE DO CALCADO,ES,SE,10566,10408,0.688,36939,33442,12216.07
3165,SAO ROQUE DO CANAA,ES,SE,12318,11273,0.7,35738,31669,15013.32
3166,SERRA,ES,SE,507598,409267,0.739,1153374,1023592,36656.02
3167,SOORETAMA,ES,SE,29449,23843,0.662,70734,70487,17657.51
3168,VARGEM ALTA,ES,SE,21207,19130,0.663,63912,53563,16576.05
3169,VENDA NOVA DO IMIGRANTE,ES,SE,24800,20447,0.728,62545,55974,21156.42
3170,VIANA,ES,SE,76954,65001,0.686,189049,173308,24264.23
3171,VILA PAVAO,ES,SE,9171,8672,0.681,30348,28977,15204.71
3173,VILA VELHA,ES,SE,486208,414586,0.8,906595,828270,23513.88
3178,AREAL,RJ,SE,12471,11423,0.684,55722,44164,24659.21
3185,BOM JESUS DO ITABAPOANA,RJ,SE,36985,35411,0.732,96755,90626,18405.93
3188,CAMBUCI,RJ,SE,15496,14827,0.691,55005,51762,19111.02
3189,CARAPEBUS,RJ,SE,16039,13359,0.713,110183,106846,35821.41
3190,COMENDADOR LEVY GASPARIAN,RJ,SE,8544,8180,0.685,38936,42924,40026.76
3193,CARDOSO MOREIRA,RJ,SE,12826,12600,0.648,61440,54466,16223.76
3197,CORDEIRO,RJ,SE,21806,20430,0.729,64056,59143,16252.01
3200,ENGENHEIRO PAULO DE FRONTIN,RJ,SE,13929,13237,0.722,50380,47657,18102.9
3201,GUAPIMIRIM,RJ,SE,59613,51483,0.698,164108,167763,14618.97
3203,ITABORAI,RJ,SE,238695,218008,0.693,706850,790437,18520.41
3205,ITALVA,RJ,SE,15113,14063,0.688,56980,49092,22135.24
3206,ITAOCARA,RJ,SE,23247,22899,0.713,54678,54324,47145.59
3209,JAPERI,RJ,SE,103960,95492,0.659,196729,184726,13440.61
3218,MIGUEL PEREIRA,RJ,SE,25493,24642,0.745,93138,74019,26057.8
3220,NATIVIDADE,RJ,SE,15324,15082,0.73,70024,64544,14869.58
3221,NILOPOLIS,RJ,SE,162269,157425,0.753,272243,251840,15953.35
3224,NOVA IGUACU,RJ,SE,818875,796257,0.713,1203566,1317898,19750.93
3225,PARACAMBI,RJ,SE,51815,47124,0.72,121048,118526,17030.88
3226,PARAIBA DO SUL,RJ,SE,44045,41084,0.702,110190,99585,20474.62
3229,PETROPOLIS,RJ,SE,305687,295917,0.745,907182,881492,37636.57
3230,PINHEIRAL,RJ,SE,24941,22719,0.715,76657,76351,13561.93
3232,PORCIUNCULA,RJ,SE,18730,17760,0.697,71907,55650,17496.44
3234,QUATIS,RJ,SE,14165,12793,0.69,62405,54037,17831.82
3238,RIO BONITO,RJ,SE,59814,55551,0.71,195679,210889,25543.12
3239,RIO CLARO,RJ,SE,18451,17425,0.683,93881,79764,18285.13
3240,RIO DAS FLORES,RJ,SE,9222,8561,0.68,49405,52832,20259.15
3242,RIO DE JANEIRO,RJ,SE,6688927,6320446,0.799,24653270,24531736,49527.98
3243,SANTA MARIA MADALENA,RJ,SE,10417,10321,0.668,58054,53810,15409.98
3244,SANTO ANTONIO DE PADUA,RJ,SE,42359,40589,0.718,115997,113555,24666.41
3245,SAO FRANCISCO DE ITABAPOANA,RJ,SE,42201,41354,0.639,121877,119584,29686.77
3247,SAO GONCALO,RJ,SE,1077687,999728,0.739,1073075,1032698,15963.41
3250,SAO JOSE DE UBA,RJ,SE,7134,7003,0.652,42401,40679,24877.49
3253,SAO SEBASTIAO DO ALTO,RJ,SE,9326,8895,0.646,49425,44040,17818.28
3254,SAPUCAIA,RJ,SE,18205,17525,0.675,71653,63827,41518.76
3257,SILVA JARDIM,RJ,SE,21773,21349,0.654,139726,139727,17556.35
3259,TANGUA,RJ,SE,33870,30732,0.654,85264,80819,17389.11
3262,TRES RIOS,RJ,SE,81453,77432,0.725,237299,264536,42295.83
3263,VALENCA,RJ,SE,76163,71843,0.738,165953,150940,23444.28
3265,VASSOURAS,RJ,SE,36702,34410,0.714,134012,119649,25384.37
3267,ADAMANTINA,SP,SE,35023,33797,0.79,112621,107526,25903.86
3268,ADOLFO,SP,SE,3571,3557,0.73,21396,20468,20304.32
3269,AGUAI,SP,SE,35954,32148,0.715,74110,68423,21439.03
3270,AGUAS DA PRATA,SP,SE,8137,7584,0.781,25635,22771,17090.37
3271,AGUAS DE LINDOIA,SP,SE,18599,17266,0.745,73096,64171,23962.14
3273,AGUAS DE SAO PEDRO,SP,SE,3380,2707,0.854,23724,24003,39271.81
3275,ALAMBARI,SP,SE,5918,4884,0.712,22500,18693,15203.09
3276,ALFREDO MARCONDES,SP,SE,4147,3891,0.741,14327,12360,17484.18
3277,ALTAIR,SP,SE,4134,3815,0.687,18996,16572,21072.91
3278,ALTINOPOLIS,SP,SE,16164,15607,0.73,66070,58305,23273.45
3279,ALTO ALEGRE,SP,SE,4110,4102,0.7,18450,17843,20155.9
3281,ALVARES FLORENCE,SP,SE,3712,3897,0.728,17968,15708,22802.88
3282,ALVARES MACHADO,SP,SE,24830,23513,0.758,56311,51667,17037.19
3283,ALVARO DE CARVALHO,SP,SE,5179,4650,0.688,14774,16354,9373.27
3284,ALVINLANDIA,SP,SE,3206,3000,0.722,13510,12219,13363.45
3285,AMERICANA,SP,SE,237112,210638,0.811,673423,779793,44050.42
3286,AMERICO BRASILIENSE,SP,SE,39962,34478,0.751,84176,80454,19454.19
3287,AMERICO DE CAMPOS,SP,SE,5956,5706,0.745,21228,20077,14237.81
3289,ANALANDIA,SP,SE,4933,4293,0.754,25538,24417,27197.61
3290,ANDRADINA,SP,SE,57112,55334,0.779,142277,156562,35946.32
3291,ANGATUBA,SP,SE,24969,22210,0.719,74383,68575,36059.33
3292,ANHEMBI,SP,SE,6627,5653,0.721,31213,29081,15710.17
3293,ANHUMAS,SP,SE,4085,3738,0.741,18043,16044,14722.25
3294,APARECIDA,SP,SE,36129,35007,0.755,111724,106401,25654.78
3295,APARECIDA D'OESTE,SP,SE,4234,4450,0.721,20066,18509,19855.49
3296,APIAI,SP,SE,24526,25191,0.71,59984,59294,30158.19
3298,ARACATUBA,SP,SE,195874,181579,0.788,451038,442226,32351.19
3299,ARACOIABA DA SERRA,SP,SE,33499,27299,0.776,79253,73804,18435.56
3300,ARAMINA,SP,SE,5585,5152,0.74,21844,20797,20501.85
3301,ARANDU,SP,SE,6348,6123,0.685,26551,23491,12829.38
3302,ARAPEI,SP,SE,2478,2493,0.68,13367,11291,9593.42
3304,ARARAS,SP,SE,132934,118843,0.781,433638,390582,36001.23
3305,ARCO-IRIS,SP,SE,1811,1925,0.722,13710,11808,22672.72
3306,AREALVA,SP,SE,8505,7841,0.744,26717,25231,16444.85
3307,AREIAS,SP,SE,3876,3696,0.697,16945,14250,9541.96
3308,AREIOPOLIS,SP,SE,11099,10579,0.695,30167,27159,10265.03
3310,ARTUR NOGUEIRA,SP,SE,53450,44177,0.749,127406,110482,19109.37
3312,ASPASIA,SP,SE,1825,1809,0.735,12748,11135,11133.83
3313,ASSIS,SP,SE,103666,95144,0.805,263105,226419,27454.95
3314,ATIBAIA,SP,SE,141398,126603,0.765,406563,374744,38562.69
3315,AURIFLAMA,SP,SE,15123,14202,0.773,33694,35195,18019.7
3316,AVAI,SP,SE,5369,4959,0.714,21015,19983,47288.35
3317,AVANHANDAVA,SP,SE,13433,11310,0.705,31764,28295,15169.58
3318,AVARE,SP,SE,90063,82934,0.767,249885,227026,25023.77
3319,BADY BASSITT,SP,SE,17236,14603,0.746,51407,41357,19231.79
3320,BALBINOS,SP,SE,5532,3702,0.669,14894,14180,8032.3
3321,BALSAMO,SP,SE,8994,8160,0.756,23989,22126,18237.49
3322,BANANAL,SP,SE,10896,10223,0.733,30176,28474,17142.2
3323,BARAO DE ANTONINA,SP,SE,3441,3116,0.711,14769,11985,21291.07
3324,BARBOSA,SP,SE,7335,6593,0.699,21519,18192,12292.35
3325,BARIRI,SP,SE,34961,31593,0.75,88570,76735,27001.86
3326,BARRA BONITA,SP,SE,36127,35246,0.788,83952,90890,35762.38
3328,BARRA DO TURVO,SP,SE,7687,7729,0.641,31186,31465,10177.05
3329,BARRETOS,SP,SE,121344,112101,0.789,430483,407672,31842.09
3330,BARRINHA,SP,SE,32434,28496,0.725,66424,65562,14000.22
3332,BASTOS,SP,SE,20954,20445,0.751,52181,45930,44941.2
3333,BATATAIS,SP,SE,62024,56476,0.761,151883,131539,24983.05
3334,BAURU,SP,SE,374272,343937,0.801,1046732,927963,34621.03
3335,BEBEDOURO,SP,SE,77436,75035,0.78,173109,206301,36121.07
3336,BENTO DE ABREU,SP,SE,2955,2674,0.744,17181,15713,40342.52
3337,BERNARDINO DE CAMPOS,SP,SE,11137,10775,0.734,28133,25954,16808.94
3338,BERTIOGA,SP,SE,61736,47645,0.73,374994,315982,26790.37
3339,BILAC,SP,SE,7949,7048,0.768,26832,25014,20220.44
3340,BIRIGUI,SP,SE,122359,108728,0.78,320674,268641,23941.75
3342,BOA ESPERANCA DO SUL,SP,SE,14824,13645,0.681,44075,41874,15276.69
3343,BOCAINA,SP,SE,12204,10859,0.742,35136,34662,33206.79
3344,BOFETE,SP,SE,11534,9618,0.705,35532,30777,13950.0
3345,BOITUVA,SP,SE,59793,48314,0.78,187198,305030,47565.43
3346,BOM JESUS DOS PERDOES,SP,SE,24898,19708,0.713,70888,70578,22608.58
3347,BOM SUCESSO DE ITARARE,SP,SE,3923,3571,0.66,14998,13234,13266.64
3350,BORBOREMA,SP,SE,15925,14529,0.73,44444,41456,20729.0
3351,BOREBI,SP,SE,2621,2293,0.705,17668,15296,17246.1
3352,BOTUCATU,SP,SE,144820,127328,0.8,354608,304576,28985.92
3353,BRAGANCA PAULISTA,SP,SE,166753,146744,0.776,408327,380858,30547.42
3354,BRAUNA,SP,SE,5630,5021,0.737,19141,16316,12874.31
3356,BRODOWSKI,SP,SE,24592,21107,0.755,68377,61308,21161.57
3357,BROTAS,SP,SE,24163,21580,0.74,75797,77813,25934.43
3359,BURITAMA,SP,SE,17003,15418,0.763,60107,51412,38174.85
3361,CABRALIA PAULISTA,SP,SE,4286,4365,0.694,17819,14455,17057.25
3364,CACHOEIRA PAULISTA,SP,SE,33067,30091,0.764,65085,64210,16416.13
3365,CACONDE,SP,SE,18961,18538,0.72,50627,48371,15074.04
3366,CAFELANDIA,SP,SE,17689,16607,0.742,50290,46824,19085.96
3368,CAIEIRAS,SP,SE,100129,86529,0.781,226765,206589,32096.05
3369,CAIUA,SP,SE,5800,5039,0.697,25454,26001,13128.16
3371,CAJATI,SP,SE,28605,28372,0.694,89854,87838,37215.09
3372,CAJOBI,SP,SE,10486,9768,0.734,28728,26340,11208.15
3373,CAJURU,SP,SE,25935,23371,0.713,59732,55545,19014.43
3374,CAMPINA DO MONTE ALEGRE,SP,SE,5991,5567,0.717,19720,17493,15661.07
3375,CAMPINAS,SP,SE,1194094,1080113,0.805,4080317,3811425,48449.65
3376,CAMPO LIMPO PAULISTA,SP,SE,83735,74074,0.769,173907,164396,20357.35
3377,CAMPOS DO JORDAO,SP,SE,51763,47789,0.749,166710,162339,21495.06
3378,CAMPOS NOVOS PAULISTA,SP,SE,4932,4539,0.706,20512,19547,21335.19
3379,CANANEIA,SP,SE,12539,12226,0.72,53626,45655,23345.97
3380,CANAS,SP,SE,5071,4385,0.704,17103,14409,31591.51
3381,CANDIDO MOTA,SP,SE,31212,29884,0.747,98138,82435,29155.5
3383,CANITAR,SP,SE,5139,4369,0.68,19259,17855,23280.86
3384,CAPAO BONITO,SP,SE,47159,46178,0.721,125156,114957,15516.65
3386,CAPIVARI,SP,SE,55141,48576,0.75,184530,159595,30623.67
3387,CARAGUATATUBA,SP,SE,119625,100840,0.759,502775,425672,24005.32
3388,CARAPICUIBA,SP,SE,398611,369584,0.749,429973,431500,13039.99
3389,CARDOSO,SP,SE,12303,11805,0.722,44585,36458,15506.56
3390,CASA BRANCA,SP,SE,30237,28307,0.73,74575,68279,20677.63
3392,CASTILHO,SP,SE,20738,18003,0.731,88645,78722,26902.6
3393,CATANDUVA,SP,SE,121210,112820,0.785,401900,373838,30167.85
3394,CATIGUA,SP,SE,7752,7127,0.751,19184,17462,13829.9
3395,CEDRAL,SP,SE,9125,7972,0.766,37550,34611,29788.2
3396,CERQUEIRA CESAR,SP,SE,19774,17532,0.729,60362,50424,28336.35
3397,CERQUILHO,SP,SE,48074,39617,0.782,139153,122034,35338.16
3398,CESARIO LANGE,SP,SE,17915,15540,0.706,50398,46050,20274.02
3399,CHARQUEADA,SP,SE,17009,15085,0.736,42441,38647,16058.64
3400,CLEMENTINA,SP,SE,8472,7065,0.725,25872,26052,24302.82
3401,COLINA,SP,SE,18398,17371,0.757,72248,62528,44078.3
3402,COLOMBIA,SP,SE,6203,5994,0.71,39274,35105,39060.91
3403,CONCHAL,SP,SE,27820,25229,0.708,82680,75194,21284.33
3404,CONCHAS,SP,SE,17770,16288,0.736,49231,43766,17698.81
3406,COROADOS,SP,SE,5986,5238,0.719,18372,16560,22421.34
3408,CORUMBATAI,SP,SE,4047,3874,0.754,22960,21570,38912.49
3409,COSMOPOLIS,SP,SE,70998,58827,0.769,144751,140865,19210.28
3410,COSMORAMA,SP,SE,7316,7214,0.722,27133,25325,29344.09
3411,COTIA,SP,SE,244694,201150,0.78,800780,624287,46348.81
3412,CRAVINHOS,SP,SE,34998,31691,0.756,112857,96959,28094.18
3413,CRISTAIS PAULISTA,SP,SE,8541,7588,0.734,27360,24737,17142.34
3414,CRUZALIA,SP,SE,2100,2274,0.774,15148,13454,32206.25
3415,CRUZEIRO,SP,SE,81895,77039,0.788,164572,148376,25923.64
3417,CUNHA,SP,SE,21639,21866,0.684,49327,44541,8931.88
3418,DESCALVADO,SP,SE,33520,31056,0.76,95286,93430,36991.94
3419,DIADEMA,SP,SE,420934,386089,0.757,1155363,1024704,33592.7
3420,DIRCE REIS,SP,SE,1786,1689,0.741,13464,10279,25894.84
3421,DIVINOLANDIA,SP,SE,11208,11208,0.734,34409,27578,22491.4
3422,DOBRADA,SP,SE,8846,7939,0.718,19519,18849,10273.14
3423,DOIS CORREGOS,SP,SE,27112,24761,0.725,73358,65754,21815.14
3424,DOLCINOPOLIS,SP,SE,2119,2096,0.742,13069,12996,15606.08
3426,DRACENA,SP,SE,46536,43258,0.776,94385,99701,23169.64
3427,DUARTINA,SP,SE,12457,12251,0.748,34332,31467,16110.99
3428,DUMONT,SP,SE,9708,8143,0.744,25424,23062,20202.28
3429,ECHAPORA,SP,SE,6141,6318,0.745,23048,20117,18005.64
3430,ELDORADO,SP,SE,15443,14641,0.691,45044,41335,12153.04
3431,ELIAS FAUSTO,SP,SE,17604,15775,0.695,56010,52098,32544.13
3432,ELISIARIO,SP,SE,3604,3120,0.747,16811,16983,16243.02
3434,EMBU DAS ARTES,SP,SE,270843,240230,0.735,532840,457359,35922.85
3435,EMBU-GUACU,SP,SE,68856,62769,0.749,128372,125662,14887.12
3436,EMILIANOPOLIS,SP,SE,3202,3020,0.727,14165,12373,15662.59
3437,ENGENHEIRO COELHO,SP,SE,20284,15721,0.732,54031,43662,20047.11
3438,ESPIRITO SANTO DO PINHAL,SP,SE,44186,41907,0.787,95403,91849,29023.86
3439,ESPIRITO SANTO DO TURVO,SP,SE,4779,4244,0.696,19426,16261,12628.39
3441,ESTRELA DO NORTE,SP,SE,2762,2658,0.74,14860,13627,18481.69
3442,EUCLIDES DA CUNHA PAULISTA,SP,SE,9419,9585,0.704,28003,25641,11412.57
3443,FARTURA,SP,SE,16001,15320,0.732,42563,39350,20002.23
3444,FERNANDOPOLIS,SP,SE,68823,64696,0.797,164000,142536,24706.6
3445,FERNANDO PRESTES,SP,SE,5771,5534,0.758,19729,19192,22903.84
3446,FERNAO,SP,SE,1704,1563,0.703,14206,13026,28472.17
3447,FERRAZ DE VASCONCELOS,SP,SE,191993,168306,0.738,277205,271049,14813.62
3448,FLORA RICA,SP,SE,1499,1752,0.727,13065,10844,19677.6
3449,FLOREAL,SP,SE,2934,3003,0.747,19715,15790,16808.26
3450,FLORIDA PAULISTA,SP,SE,14486,12848,0.715,36929,30349,12715.08
3451,FLORINIA,SP,SE,2699,2829,0.713,20634,17862,40871.23
3452,FRANCA,SP,SE,350400,318640,0.78,583202,518642,24679.09
3453,FRANCISCO MORATO,SP,SE,174008,154472,0.703,272646,266028,7952.23
3454,FRANCO DA ROCHA,SP,SE,152433,131604,0.731,255332,227331,18823.33
3455,GABRIEL MONTEIRO,SP,SE,2776,2708,0.763,14299,12459,23174.04
3456,GALIA,SP,SE,6615,7011,0.709,20984,18654,14837.62
3457,GARCA,SP,SE,44370,43115,0.769,136864,112099,23129.89
3458,GASTAO VIDIGAL,SP,SE,4754,4193,0.723,17949,13925,11672.12
