,LocalCidade,LocalUF,RegiaoBrasil,PopEstimada_2018,PopCenso_2010,IDHM,ReceitasRealizadas_2014,DespesasEmpenhadas_2014,Pib_2014
4935,PORTO XAVIER,RS,SUL,10301,10558,0.723,28668,23502,13296.04
4936,POUSO NOVO,RS,SUL,1668,1875,0.715,12468,9984,20481.49
4937,PRESIDENTE LUCENA,RS,SUL,2863,2484,0.757,14159,12963,37444.17
4938,PROGRESSO,RS,SUL,6249,6163,0.683,17745,17137,16930.71
4939,PROTASIO ALVES,RS,SUL,1957,2000,0.733,12722,10692,24750.88
4940,PUTINGA,RS,SUL,3951,4141,0.715,17532,15258,21038.81
4941,QUARAI,RS,SUL,22771,23021,0.704,42309,40947,17223.85
4943,QUEVEDOS,RS,SUL,2786,2710,0.665,16335,12678,46817.57
4944,QUINZE DE NOVEMBRO,RS,SUL,3789,3653,0.756,20273,16645,33717.48
4945,REDENTORA,RS,SUL,11527,10222,0.631,25638,22138,12971.32
4946,RELVADO,RS,SUL,2101,2155,0.731,13641,11299,21442.04
4947,RESTINGA SECA,RS,SUL,15836,15849,0.683,43686,37947,23362.18
4948,RIO DOS INDIOS,RS,SUL,2849,3616,0.656,18402,14413,21714.38
4949,RIO GRANDE,RS,SUL,210005,197228,0.744,638730,540952,34997.5
4950,RIO PARDO,RS,SUL,38284,37591,0.693,94918,82436,21255.57
4951,RIOZINHO,RS,SUL,4629,4330,0.661,14823,13929,24329.92
4952,ROCA SALES,RS,SUL,11300,10284,0.729,30381,25806,38361.92
4953,RODEIO BONITO,RS,SUL,5867,5743,0.732,18723,17472,24015.17
4956,RONDA ALTA,RS,SUL,10583,10221,0.724,29693,23352,24576.08
4957,RONDINHA,RS,SUL,5182,5518,0.764,18764,19074,29527.44
4959,ROSARIO DO SUL,RS,SUL,39535,39707,0.699,77912,71239,20778.97
4961,SALDANHA MARINHO,RS,SUL,2679,2869,0.762,18436,14569,41450.8
4962,SALTO DO JACUI,RS,SUL,12416,11880,0.687,35986,31112,37894.7
4963,SALVADOR DAS MISSOES,RS,SUL,2732,2669,0.753,17651,15780,35696.51
4964,SALVADOR DO SUL,RS,SUL,7705,6747,0.74,27584,21620,36920.31
4965,SANANDUVA,RS,SUL,16211,15373,0.747,44925,37289,28571.78
4967,SANTA CECILIA DO SUL,RS,SUL,1644,1655,0.725,12731,10602,38071.9
4968,SANTA CLARA DO SUL,RS,SUL,6522,5697,0.74,19683,17411,35301.84
4970,SANTA MARIA,RS,SUL,280505,261031,0.784,573761,480862,23026.46
4971,SANTA MARIA DO HERVAL,RS,SUL,6315,6053,0.676,20302,15653,33036.57
4974,SANTANA DO LIVRAMENTO,RS,SUL,77763,82464,0.727,187997,183606,22915.1
4975,SANTA ROSA,RS,SUL,72919,68587,0.769,238081,204180,33325.63
4977,SANTA VITORIA DO PALMAR,RS,SUL,29877,30990,0.712,100807,94583,26541.62
4978,SANTIAGO,RS,SUL,49493,49071,0.766,106105,88607,21471.03
4980,SANTO ANTONIO DO PALMA,RS,SUL,2134,2139,0.764,14656,12687,32116.02
4982,SANTO ANTONIO DAS MISSOES,RS,SUL,10305,11210,0.686,33770,28176,24923.87
4983,SANTO ANTONIO DO PLANALTO,RS,SUL,2020,1987,0.759,16007,12488,44249.06
4984,SANTO AUGUSTO,RS,SUL,13923,13968,0.739,45095,37755,32507.58
4985,SANTO CRISTO,RS,SUL,14300,14378,0.738,43393,36522,29105.68
4986,SANTO EXPEDITO DO SUL,RS,SUL,2343,2461,0.732,12465,11247,24965.45
4987,SAO BORJA,RS,SUL,60557,61671,0.736,166680,152717,25602.16
4988,SAO DOMINGOS DO SUL,RS,SUL,3065,2926,0.763,15617,14224,19385.04
4989,SAO FRANCISCO DE ASSIS,RS,SUL,18471,19254,0.675,49283,41310,19062.59
4990,SAO FRANCISCO DE PAULA,RS,SUL,21633,20537,0.685,49951,43806,24431.08
4991,SAO GABRIEL,RS,SUL,62061,60425,0.699,127545,115828,23958.19
4992,SAO JERONIMO,RS,SUL,24078,22134,0.696,46727,39240,22752.7
4994,SAO JOAO DO POLESINE,RS,SUL,2561,2635,0.748,12468,10481,26117.74
4995,SAO JORGE,RS,SUL,2757,2774,0.732,12800,11038,25871.26
4996,SAO JOSE DAS MISSOES,RS,SUL,2562,2720,0.651,12487,10239,18593.43
4997,SAO JOSE DO HERVAL,RS,SUL,2000,2204,0.717,14573,11552,19591.78
4998,SAO JOSE DO HORTENCIO,RS,SUL,4739,4094,0.707,17055,13563,27362.38
4999,SAO JOSE DO INHACORA,RS,SUL,2091,2200,0.747,15617,12442,32681.59
5000,SAO JOSE DO NORTE,RS,SUL,27410,25503,0.623,63194,56826,13025.53
5001,SAO JOSE DO OURO,RS,SUL,6945,6904,0.755,19258,17541,34002.93
5002,SAO JOSE DO SUL,RS,SUL,2378,2082,0.725,13667,11236,24345.83
5003,SAO JOSE DOS AUSENTES,RS,SUL,3509,3290,0.663,19390,15534,26998.55
5004,SAO LEOPOLDO,RS,SUL,234947,214087,0.739,620289,607445,30356.67
5005,SAO LOURENCO DO SUL,RS,SUL,43625,43111,0.687,116409,98734,21178.52
5006,SAO LUIZ GONZAGA,RS,SUL,33668,34556,0.741,81144,66575,27126.4
5007,SAO MARCOS,RS,SUL,21449,20103,0.768,64881,49646,29456.19
5008,SAO MARTINHO,RS,SUL,5474,5773,0.726,21263,16904,30562.29
5009,SAO MARTINHO DA SERRA,RS,SUL,3238,3201,0.652,13208,12023,47743.69
5010,SAO MIGUEL DAS MISSOES,RS,SUL,7663,7421,0.667,31632,27295,49139.41
5011,SAO NICOLAU,RS,SUL,5325,5727,0.645,17234,15869,20299.17
5012,SAO PAULO DAS MISSOES,RS,SUL,5863,6364,0.692,21031,17904,19326.31
5013,SAO PEDRO DA SERRA,RS,SUL,3758,3315,0.739,17888,13902,17627.22
5014,SAO PEDRO DAS MISSOES,RS,SUL,2000,1886,0.664,11175,11290,28836.49
5016,SAO PEDRO DO SUL,RS,SUL,16250,16368,0.709,44519,38194,18941.85
5017,SAO SEBASTIAO DO CAI,RS,SUL,25467,21932,0.739,66184,53819,24217.64
5018,SAO SEPE,RS,SUL,23690,23798,0.708,64767,54426,28432.98
5019,SAO VALENTIM,RS,SUL,3341,3632,0.72,13852,13078,23260.08
5020,SAO VALENTIM DO SUL,RS,SUL,2239,2168,0.764,13419,10579,21632.88
5021,SAO VALERIO DO SUL,RS,SUL,2724,2647,0.642,13176,11203,17596.04
5022,SAO VENDELINO,RS,SUL,2219,1944,0.754,16342,12954,27983.22
5023,SAO VICENTE DO SUL,RS,SUL,8710,8440,0.685,26602,23840,26175.41
5024,SAPIRANGA,RS,SUL,81198,74985,0.711,200051,162015,35769.7
5026,SARANDI,RS,SUL,24205,21285,0.777,61992,53419,32761.52
5027,SEBERI,RS,SUL,10788,10897,0.723,33428,36770,26830.37
5028,SEDE NOVA,RS,SUL,2924,3011,0.712,15478,11720,27187.4
5029,SEGREDO,RS,SUL,7399,7158,0.659,21451,17674,16275.63
5030,SELBACH,RS,SUL,5093,4929,0.777,20665,16244,36685.33
5031,SENADOR SALGADO FILHO,RS,SUL,2788,2814,0.693,13676,11404,27825.87
5033,SERAFINA CORREA,RS,SUL,17198,14253,0.76,54160,48481,36487.58
5034,SERIO,RS,SUL,2000,2281,0.652,13957,10336,16473.63
5035,SERTAO,RS,SUL,5519,6294,0.751,23403,22395,37835.43
5036,SERTAO SANTANA,RS,SUL,6433,5850,0.689,19067,15680,23950.94
5038,SEVERIANO DE ALMEIDA,RS,SUL,3685,3842,0.752,16234,14378,23472.61
5039,SILVEIRA MARTINS,RS,SUL,2394,2449,0.742,13267,11412,18493.59
5040,SINIMBU,RS,SUL,10183,10068,0.631,25042,21300,17579.41
5041,SOBRADINHO,RS,SUL,14927,14283,0.743,37954,33363,21617.28
5042,SOLEDADE,RS,SUL,30967,30044,0.731,73242,64265,22180.98
5043,TABAI,RS,SUL,4667,4131,0.701,14360,13586,17967.61
5044,TAPEJARA,RS,SUL,23651,19250,0.76,60274,56048,34946.93
5045,TAPERA,RS,SUL,10593,10448,0.747,34261,30906,32965.81
5046,TAPES,RS,SUL,17266,16629,0.695,42622,37800,18714.98
5047,TAQUARA,RS,SUL,57292,54643,0.727,114864,107096,21045.8
5048,TAQUARI,RS,SUL,26838,26092,0.733,48938,67962,24914.4
5049,TAQUARUCU DO SUL,RS,SUL,3068,2966,0.739,14116,13499,27752.48
5051,TENENTE PORTELA,RS,SUL,13538,13719,0.708,38144,31655,23840.63
5052,TERRA DE AREIA,RS,SUL,11088,9878,0.689,28722,25609,17446.05
5053,TEUTONIA,RS,SUL,32676,27272,0.747,85768,75493,34572.38
5054,TIO HUGO,RS,SUL,3004,2724,0.742,14960,13304,38349.8
5055,TIRADENTES DO SUL,RS,SUL,5796,6461,0.689,17055,15048,17343.04
5056,TOROPI,RS,SUL,2827,2952,0.683,13078,9642,20644.97
5057,TORRES,RS,SUL,38386,34656,0.762,119371,120725,26349.96
5058,TRAMANDAI,RS,SUL,50760,41585,0.719,176734,156585,18912.91
5059,TRAVESSEIRO,RS,SUL,2339,2314,0.701,13540,11025,24573.39
5060,TRES ARROIOS,RS,SUL,2693,2855,0.791,17188,13407,23591.93
5061,TRES CACHOEIRAS,RS,SUL,10989,10217,0.718,25792,25675,18929.84
5062,TRES COROAS,RS,SUL,27837,23848,0.71,69373,58920,35152.33
5063,TRES DE MAIO,RS,SUL,23938,23726,0.759,63185,50425,34701.29
5064,TRES FORQUILHAS,RS,SUL,2725,2914,0.662,14920,11048,17397.7
5065,TRES PALMEIRAS,RS,SUL,4291,4381,0.703,19771,15153,24231.65
5066,TRES PASSOS,RS,SUL,23963,23965,0.768,68504,55080,26990.24
5067,TRINDADE DO SUL,RS,SUL,5813,5787,0.687,19930,16202,25348.31
5069,TUCUNDUVA,RS,SUL,5713,5898,0.747,20263,16850,29318.82
5071,TUPANCI DO SUL,RS,SUL,1486,1573,0.694,10717,9084,24503.39
5072,TUPANCIRETA,RS,SUL,23824,22281,0.709,64931,54037,43261.75
5074,TUPARENDI,RS,SUL,7980,8557,0.728,25947,21261,27776.9
5075,TURUCU,RS,SUL,3455,3522,0.629,15283,12678,22944.31
5076,UBIRETAMA,RS,SUL,2049,2296,0.7,12409,10648,22075.02
5077,UNIAO DA SERRA,RS,SUL,1192,1487,0.733,11596,10159,35492.04
5078,UNISTALDA,RS,SUL,2354,2450,0.649,12761,12220,21779.29
5079,URUGUAIANA,RS,SUL,127079,125435,0.744,215223,205879,20245.08
5081,VALE VERDE,RS,SUL,3479,3253,0.646,14580,11734,21492.54
5082,VALE DO SOL,RS,SUL,11732,11077,0.624,29303,23243,18676.4
5083,VALE REAL,RS,SUL,5842,5118,0.737,19483,16577,20220.18
5084,VANINI,RS,SUL,2104,1984,0.757,12715,10535,24748.62
5085,VENANCIO AIRES,RS,SUL,71117,65946,0.712,185042,177795,40605.91
5086,VERA CRUZ,RS,SUL,26618,23983,0.737,68272,51639,23492.12
5087,VERANOPOLIS,RS,SUL,25936,22810,0.773,91870,71119,45956.35
5088,VESPASIANO CORREA,RS,SUL,1835,1974,0.723,12918,10303,29088.9
5090,VIAMAO,RS,SUL,254101,239384,0.717,357264,315657,12853.56
5091,VICENTE DUTRA,RS,SUL,4745,5285,0.638,15055,12214,15021.3
5092,VICTOR GRAEFF,RS,SUL,2904,3036,0.777,18036,13549,47339.25
5093,VILA FLORES,RS,SUL,3374,3207,0.742,19915,15076,43125.92
5094,VILA LANGARO,RS,SUL,2102,2152,0.705,16030,12037,40907.94
5095,VILA MARIA,RS,SUL,4353,4221,0.761,23868,22715,41788.96
5097,VISTA ALEGRE,RS,SUL,2766,2832,0.739,14836,13615,20794.45
5098,VISTA ALEGRE DO PRATA,RS,SUL,1565,1569,0.78,14057,12610,31450.86
5099,VISTA GAUCHA,RS,SUL,2847,2759,0.757,16756,14212,22204.57
5100,VITORIA DAS MISSOES,RS,SUL,3177,3485,0.655,15648,12859,20954.84
5101,WESTFALIA,RS,SUL,2998,2793,0.752,21304,17423,40962.15
5102,XANGRI-LA,RS,SUL,16025,12434,0.735,84005,75251,30000.25
5104,ALCINOPOLIS,MS,CO,5268,4569,0.711,34229,30889,32101.51
5105,AMAMBAI,MS,CO,38958,34730,0.673,94896,87614,20874.43
5106,ANASTACIO,MS,CO,25128,23835,0.663,51986,45032,15929.77
5107,ANAURILANDIA,MS,CO,8993,8493,0.67,29462,25118,20811.05
5110,APARECIDA DO TABOADO,MS,CO,25431,22320,0.697,88369,72156,32834.04
5111,AQUIDAUANA,MS,CO,47784,45614,0.688,120754,115674,17119.21
5112,ARAL MOREIRA,MS,CO,11963,10251,0.633,37688,34777,40099.69
5114,BATAGUASSU,MS,CO,22717,19839,0.71,60034,55703,28341.47
5115,BATAYPORA,MS,CO,11305,10936,0.684,33141,32648,26577.53
5116,BELA VISTA,MS,CO,24508,23181,0.698,59882,55429,17344.46
5118,BONITO,MS,CO,21738,19587,0.67,71387,65740,26700.89
5119,BRASILANDIA,MS,CO,11891,11826,0.701,51755,52113,47734.87
5121,CAMAPUA,MS,CO,13727,13625,0.703,49231,42842,25859.65
5122,CAMPO GRANDE,MS,CO,885711,786797,0.784,2729724,2743387,28417.05
5123,CARACOL,MS,CO,6049,5398,0.647,22416,19800,18187.63
5124,CASSILANDIA,MS,CO,21876,20966,0.727,66964,54777,21926.96
5126,CORGUINHO,MS,CO,5839,4862,0.671,19540,16990,18095.64
5127,CORONEL SAPUCAIA,MS,CO,15152,14064,0.589,38354,37722,11957.96
5128,CORUMBA,MS,CO,110806,103703,0.7,442177,387839,25154.17
5130,COXIM,MS,CO,33516,32159,0.703,88018,73732,23771.93
5131,DEODAPOLIS,MS,CO,12868,12139,0.694,26420,24545,17852.22
5132,DOIS IRMAOS DO BURITI,MS,CO,11239,10363,0.639,25798,17864,28542.41
5134,DOURADOS,MS,CO,220965,196035,0.747,682876,596452,34219.12
5137,FIGUEIRAO,MS,CO,3044,2928,0.66,18806,17138,28370.46
5138,GLORIA DE DOURADOS,MS,CO,9981,9927,0.721,25228,23803,16055.17
5139,GUIA LOPES DA LAGUNA,MS,CO,9968,10366,0.675,26890,25653,19132.75
5140,IGUATEMI,MS,CO,15977,14875,0.662,44268,40343,23324.41
5141,INOCENCIA,MS,CO,7625,7669,0.681,35726,29591,29886.58
5142,ITAPORA,MS,CO,23886,20865,0.654,49983,44063,25247.43
5143,ITAQUIRAI,MS,CO,20905,18614,0.62,53498,48242,22567.79
5144,IVINHEMA,MS,CO,23140,22341,0.72,68676,58843,34721.74
5145,JAPORA,MS,CO,8976,7731,0.526,25761,23359,9603.96
5146,JARAGUARI,MS,CO,7108,6341,0.664,21441,18982,22451.87
5149,JUTI,MS,CO,6638,5900,0.623,22348,20214,26753.75
5153,MIRANDA,MS,CO,27795,25595,0.632,58213,56566,15962.92
5154,MUNDO NOVO,MS,CO,18256,17043,0.686,51329,43513,21490.11
5155,NAVIRAI,MS,CO,54051,46424,0.7,158061,133264,26256.56
5156,NIOAQUE,MS,CO,14085,14391,0.639,38755,34503,16181.75
5158,NOVA ANDRADINA,MS,CO,53517,45585,0.721,136390,131254,30798.82
5159,NOVO HORIZONTE DO SUL,MS,CO,3947,4940,0.649,19421,19319,32213.82
5161,PARANAIBA,MS,CO,42010,40192,0.721,110412,98837,26619.77
5162,PARANHOS,MS,CO,14048,12350,0.588,40922,36706,10768.87
5163,PEDRO GOMES,MS,CO,7666,7967,0.671,24869,24081,25215.53
5164,PONTA PORA,MS,CO,91082,77872,0.701,223348,192817,26003.89
5165,PORTO MURTINHO,MS,CO,17078,15372,0.666,56751,48091,17662.02
5166,RIBAS DO RIO PARDO,MS,CO,24258,20946,0.664,83530,75445,37816.4
5167,RIO BRILHANTE,MS,CO,36830,30663,0.715,135908,117534,48369.08
5168,RIO NEGRO,MS,CO,4819,5036,0.709,17524,15431,18699.08
5169,RIO VERDE DE MATO GROSSO,MS,CO,19682,18890,0.673,55849,45573,20562.9
5170,ROCHEDO,MS,CO,5403,4928,0.651,22164,17830,26634.71
5171,SANTA RITA DO PARDO,MS,CO,7801,7259,0.642,31140,27571,31310.26
5175,SIDROLANDIA,MS,CO,56081,42132,0.686,134667,113701,25903.29
5176,SONORA,MS,CO,18828,14833,0.681,53596,45710,33712.51
5177,TACURU,MS,CO,11427,10215,0.593,34211,30544,15931.91
5178,TAQUARUSSU,MS,CO,3583,3518,0.651,25740,22328,25102.05
5179,TERENOS,MS,CO,21311,17146,0.658,53089,44294,19781.15
5183,AGUA BOA,MT,CO,25229,20856,0.729,71112,64021,33899.29
5185,ALTO ARAGUAIA,MT,CO,18703,15644,0.704,82862,68551,45128.0
5187,ALTO GARCAS,MT,CO,11868,10350,0.701,29366,25493,40553.27
5188,ALTO PARAGUAI,MT,CO,11238,10066,0.638,18845,16630,8345.24
5190,APIACAS,MT,CO,9979,8567,0.675,27874,23042,14268.72
5191,ARAGUAIANA,MT,CO,3119,3197,0.687,13745,11392,20416.4
5193,ARAPUTANGA,MT,CO,16690,15342,0.725,37354,33038,23089.34
5195,ARIPUANA,MT,CO,21987,18656,0.675,58418,47424,28733.64
5199,BOM JESUS DO ARAGUAIA,MT,CO,6452,5314,0.661,19860,18008,34507.52
5200,BRASNORTE,MT,CO,19248,15357,0.696,51405,45750,35877.19
5202,CAMPINAPOLIS,MT,CO,15830,14305,0.538,42030,35409,13141.89
5206,CANABRAVA DO NORTE,MT,CO,4761,4786,0.667,14255,12349,19532.86
5208,CARLINDA,MT,CO,10413,10990,0.665,26154,21100,13261.31
5209,CASTANHEIRA,MT,CO,8695,8231,0.665,20526,17306,14485.8
5210,CHAPADA DOS GUIMARAES,MT,CO,19588,17821,0.688,45302,42326,25362.14
5211,CLAUDIA,MT,CO,12052,11028,0.699,30059,25819,26538.78
5213,COLIDER,MT,CO,33224,30766,0.713,67768,57672,24302.08
5214,COLNIZA,MT,CO,37280,26381,0.611,59201,51181,11926.09
5215,COMODORO,MT,CO,20513,18178,0.689,57935,48861,23195.06
5216,CONFRESA,MT,CO,30347,25124,0.668,55700,50157,18269.62
5220,CURVELANDIA,MT,CO,5192,4866,0.69,13890,11477,22253.62
5221,DENISE,MT,CO,9377,8523,0.683,17228,14651,43041.4
5224,FELIZ NATAL,MT,CO,13857,10933,0.692,34403,28684,27804.21
5225,FIGUEIROPOLIS D'OESTE,MT,CO,3537,3796,0.679,12607,10652,15299.84
5227,GENERAL CARNEIRO,MT,CO,5487,5027,0.67,21146,17656,34751.47
5228,GLORIA D'OESTE,MT,CO,3045,3135,0.71,13345,10874,22736.58
5229,GUARANTA DO NORTE,MT,CO,35497,32216,0.703,70360,64184,17885.08
5230,GUIRATINGA,MT,CO,15035,13934,0.705,31433,27775,19223.8
5231,INDIAVAI,MT,CO,2725,2397,0.661,13583,11262,18579.31
5233,ITANHANGA,MT,CO,6587,5276,0.71,16648,16499,31636.36
5234,ITAUBA,MT,CO,3901,4575,0.69,19665,16569,38940.56
5236,JACIARA,MT,CO,27628,25647,0.735,64520,66925,30830.5
5237,JANGADA,MT,CO,8366,7696,0.63,14903,13147,28775.34
5238,JAURU,MT,CO,9006,10455,0.673,29226,25174,25927.35
5239,JUARA,MT,CO,34815,32791,0.682,74009,63023,20780.57
5240,JUINA,MT,CO,40905,39255,0.716,93318,78665,21478.26
5243,LAMBARI D'OESTE,MT,CO,6059,5431,0.627,18559,16823,34113.82
5246,VILA BELA DA SANTISSIMA TRINDADE,MT,CO,15983,14493,0.645,54413,54264,25195.42
5247,MARCELANDIA,MT,CO,10700,12006,0.701,34490,28393,21099.22
5248,MATUPA,MT,CO,16334,14174,0.716,41786,38529,36555.29
5249,MIRASSOL D'OESTE,MT,CO,27536,25299,0.704,47752,43229,22312.18
5250,NOBRES,MT,CO,15338,15002,0.699,48123,42575,30895.02
5251,NORTELANDIA,MT,CO,6056,6436,0.702,18969,17837,15643.57
5252,NOSSA SENHORA DO LIVRAMENTO,MT,CO,13231,11609,0.638,30372,26185,13861.46
5253,NOVA BANDEIRANTES,MT,CO,14909,11643,0.65,28138,24753,13787.23
5254,NOVA NAZARE,MT,CO,3765,3029,0.595,16163,16054,15824.9
5255,NOVA LACERDA,MT,CO,6526,5436,0.636,27391,24055,19112.67
5256,NOVA SANTA HELENA,MT,CO,3699,3468,0.714,15806,13175,25642.86
5257,NOVA BRASILANDIA,MT,CO,3928,4587,0.651,15617,12617,14880.11
5258,NOVA CANAA DO NORTE,MT,CO,12739,12127,0.686,36916,30404,27095.32
5260,NOVA OLIMPIA,MT,CO,20034,17515,0.682,51052,41015,24421.79
5263,NOVO MUNDO,MT,CO,8990,7332,0.674,23933,19478,16555.22
5264,NOVO HORIZONTE DO NORTE,MT,CO,3985,3749,0.664,14527,12693,13622.35
5267,PARANATINGA,MT,CO,22246,19290,0.667,54382,48025,30788.46
5270,PEIXOTO DE AZEVEDO,MT,CO,34607,30812,0.649,63328,54956,11893.88
5272,POCONE,MT,CO,32768,31779,0.652,45771,50145,13656.18
5273,PONTAL DO ARAGUAIA,MT,CO,6578,5395,0.734,15753,14686,11626.89
5275,PONTES E LACERDA,MT,CO,45093,41408,0.703,81701,75040,26673.54
5278,PORTO ESPERIDIAO,MT,CO,11935,11031,0.652,31988,31337,15259.27
5279,PORTO ESTRELA,MT,CO,3050,3649,0.599,13215,12429,15588.44
5283,SAO JOSE DOS QUATRO MARCOS,MT,CO,18967,18998,0.719,39074,34764,17917.02
5287,RIO BRANCO,MT,CO,5159,5070,0.707,16662,13997,14045.72
5291,SAO JOSE DO RIO CLARO,MT,CO,20312,17124,0.682,43145,37365,27860.55
5292,SAO JOSE DO XINGU,MT,CO,5569,5240,0.657,19542,16539,35923.14
5293,SAO PEDRO DA CIPA,MT,CO,4674,4158,0.66,11971,11022,9714.54
5294,RONDOLANDIA,MT,CO,3966,3604,0.64,16311,16207,17130.87
5295,RONDONOPOLIS,MT,CO,228857,195476,0.755,579264,524876,38817.83
5303,SAO FELIX DO ARAGUAIA,MT,CO,11615,10625,0.668,36903,31545,42470.7
5306,SINOP,MT,CO,139935,113099,0.754,329015,258963,34075.81
5308,TABAPORA,MT,CO,9565,9932,0.695,31725,26019,35494.74
5309,TANGARA DA SERRA,MT,CO,101764,83431,0.729,200071,176653,26327.27
5311,TERRA NOVA DO NORTE,MT,CO,9862,11291,0.698,30658,27718,20654.04
5314,UNIAO DO SUL,MT,CO,3562,3760,0.665,16129,13719,30348.95
5315,VALE DE SAO DOMINGOS,MT,CO,3128,3052,0.656,13750,12202,16597.41
5317,VERA,MT,CO,11216,10235,0.68,29679,30865,36310.76
5318,VILA RICA,MT,CO,25570,21382,0.688,45001,39209,16092.39
5319,NOVA GUARITA,MT,CO,4578,4932,0.688,14898,11529,15556.0
5322,NOVA MONTE VERDE,MT,CO,9078,8093,0.691,23324,20161,17469.05
5323,ABADIA DE GOIAS,GO,CO,8583,6876,0.708,26514,23114,21835.59
5324,ABADIANIA,GO,CO,19614,15757,0.689,33770,31393,15999.73
5325,ACREUNA,GO,CO,22182,20279,0.686,62063,52641,23948.25
5326,ADELANDIA,GO,CO,2517,2477,0.702,11308,10165,11797.26
5328,AGUA LIMPA,GO,CO,1872,2013,0.722,13728,11605,22770.01
5329,AGUAS LINDAS DE GOIAS,GO,CO,207070,159378,0.686,226057,199727,8248.15
5331,ALOANDIA,GO,CO,2005,2051,0.697,11228,9778,17270.85
5333,ALTO PARAISO DE GOIAS,GO,CO,7558,6885,0.713,24138,25482,18760.39
5334,ALVORADA DO NORTE,GO,CO,8614,8084,0.66,24558,21086,12739.09
5335,AMARALINA,GO,CO,3778,3434,0.609,21010,12886,13751.29
5338,ANAPOLIS,GO,CO,381970,334613,0.737,907194,829479,36294.2
5340,ANICUNS,GO,CO,21717,20239,0.714,32073,52550,16930.99
5341,APARECIDA DE GOIANIA,GO,CO,565957,455657,0.718,805541,746512,22070.23
5344,ARACU,GO,CO,3560,3802,0.693,13173,11397,12519.2
5345,ARAGARCAS,GO,CO,19959,18305,0.732,34166,31404,10877.07
5346,ARAGOIANIA,GO,CO,10116,8365,0.684,19541,17516,10461.57
5347,ARAGUAPAZ,GO,CO,7756,7510,0.674,18164,16456,14826.91
5349,ARUANA,GO,CO,9635,7496,0.675,27888,25704,18301.63
5350,AURILANDIA,GO,CO,3184,3650,0.7,12735,11627,15600.63
5351,AVELINOPOLIS,GO,CO,2425,2450,0.66,12174,10861,19132.14
5352,BALIZA,GO,CO,4992,3714,0.655,14877,11912,14687.74
5354,BELA VISTA DE GOIAS,GO,CO,29448,24554,0.716,63946,56489,30237.34
5355,BOM JARDIM DE GOIAS,GO,CO,8813,8423,0.67,19930,18541,15521.72
5356,BOM JESUS DE GOIAS,GO,CO,24776,20727,0.701,56507,49683,26544.76
5357,BONFINOPOLIS,GO,CO,9488,7536,0.683,17181,15433,8074.77
5358,BONOPOLIS,GO,CO,4316,3503,0.63,15519,12770,21887.3
5359,BRAZABRANTES,GO,CO,3659,3232,0.701,13406,11605,25692.97
5360,BRITANIA,GO,CO,5761,5509,0.672,19334,16566,17294.89
5361,BURITI ALEGRE,GO,CO,9433,9054,0.71,32374,27919,31054.19
5363,BURITINOPOLIS,GO,CO,3302,3321,0.704,14974,11850,16137.11
5365,CACHOEIRA ALTA,GO,CO,12297,10553,0.71,28074,26347,22165.84
5366,CACHOEIRA DE GOIAS,GO,CO,1361,1417,0.727,10300,9580,18130.55
5368,CACU,GO,CO,15743,13283,0.73,50352,45571,38261.9
5370,CALDAS NOVAS,GO,CO,89087,70473,0.733,201648,190301,27219.36
5371,CALDAZINHA,GO,CO,3759,3325,0.685,12070,10585,12093.93
5373,CAMPINACU,GO,CO,3649,3656,0.631,19168,17837,15072.54
5375,CAMPO ALEGRE DE GOIAS,GO,CO,7437,6060,0.694,29199,25850,45160.92
5376,CAMPO LIMPO DE GOIAS,GO,CO,7636,6241,0.661,17925,16053,11846.02
5377,CAMPOS BELOS,GO,CO,19764,18410,0.692,45566,39142,12614.97
5378,CAMPOS VERDES,GO,CO,2459,5020,0.654,19737,17594,10551.09
5379,CARMO DO RIO VERDE,GO,CO,9976,8928,0.713,22439,20144,19029.38
5383,CAVALCANTE,GO,CO,9693,9392,0.584,31170,26666,25562.28
5384,CERES,GO,CO,22074,20722,0.775,70207,65084,21734.61
5385,CEZARINA,GO,CO,8507,7545,0.711,31395,28251,32437.98
5387,CIDADE OCIDENTAL,GO,CO,69829,55915,0.717,114279,102594,10000.82
5388,COCALZINHO DE GOIAS,GO,CO,19971,17407,0.657,44609,41501,14955.68
5390,CORREGO DO OURO,GO,CO,2364,2632,0.686,13217,10405,17822.88
5391,CORUMBA DE GOIAS,GO,CO,11050,10361,0.68,23751,20787,13234.06
5393,CRISTALINA,GO,CO,57759,46580,0.699,152308,128588,36482.03
5394,CRISTIANOPOLIS,GO,CO,2968,2932,0.688,14198,12590,21304.7
5395,CRIXAS,GO,CO,16852,15760,0.708,53597,49298,24064.64
5396,CROMINIA,GO,CO,3500,3555,0.706,12329,10801,16239.71
5397,CUMARI,GO,CO,2871,2964,0.737,13002,11316,20800.42
5398,DAMIANOPOLIS,GO,CO,3315,3292,0.654,13380,11321,8246.51
5399,DAMOLANDIA,GO,CO,2923,2747,0.697,13666,12789,12435.85
5401,DIORAMA,GO,CO,2488,2479,0.729,11998,11317,16980.31
5402,DOVERLANDIA,GO,CO,7398,7892,0.668,22707,20314,24358.91
5404,EDEIA,GO,CO,12276,11266,0.739,37331,30960,43544.89
5405,ESTRELA DO NORTE,GO,CO,3286,3320,0.707,14862,12800,13317.76
5407,FAZENDA NOVA,GO,CO,5722,6322,0.685,15730,14812,15013.39
5411,FORMOSO,GO,CO,4325,4883,0.715,13420,12314,12303.48
